"code_region","region","departement","rang_vaccinal","date_debut_semaine","nb"
84,"ARA","63",2,2021-01-25,299
84,"ARA","63",1,2021-02-01,3018
84,"ARA","63",2,2021-02-01,952
84,"ARA","63",1,2021-02-08,3237
84,"ARA","63",2,2021-02-08,1018
84,"ARA","63",1,2021-02-15,974
84,"ARA","63",2,2021-02-15,2623
84,"ARA","63",1,2021-02-22,480
84,"ARA","63",2,2021-02-22,3131
84,"ARA","63",1,2021-03-01,316
84,"ARA","63",2,2021-03-01,2648
84,"ARA","63",1,2021-03-08,383
84,"ARA","63",2,2021-03-08,2920
75,"NAQ","64",1,2021-01-18,4023
75,"NAQ","64",2,2021-01-18,2
75,"NAQ","64",1,2021-01-25,4093
75,"NAQ","64",2,2021-01-25,417
75,"NAQ","64",1,2021-02-01,3732
75,"NAQ","64",2,2021-02-01,771
75,"NAQ","64",1,2021-02-08,3061
75,"NAQ","64",2,2021-02-08,1368
75,"NAQ","64",1,2021-02-15,263
75,"NAQ","64",2,2021-02-15,4079
75,"NAQ","64",1,2021-02-22,75
75,"NAQ","64",2,2021-02-22,3941
75,"NAQ","64",1,2021-03-01,91
75,"NAQ","64",2,2021-03-01,3708
75,"NAQ","64",1,2021-03-08,87
75,"NAQ","64",2,2021-03-08,2920
76,"OCC","65",1,2021-01-18,219
76,"OCC","65",2,2021-01-18,1
76,"OCC","65",1,2021-01-25,840
76,"OCC","65",2,2021-01-25,43
76,"OCC","65",1,2021-02-01,665
76,"OCC","65",2,2021-02-01,364
76,"OCC","65",1,2021-02-08,902
76,"OCC","65",2,2021-02-08,468
76,"OCC","65",1,2021-02-15,495
76,"OCC","65",2,2021-02-15,1460
76,"OCC","65",1,2021-02-22,328
76,"OCC","65",2,2021-02-22,1927
76,"OCC","65",1,2021-03-01,235
76,"OCC","65",2,2021-03-01,1014
76,"OCC","65",1,2021-03-08,170
76,"OCC","65",2,2021-03-08,803
76,"OCC","66",1,2021-01-18,3453
76,"OCC","66",2,2021-01-18,31
76,"OCC","66",1,2021-01-25,3955
76,"OCC","66",2,2021-01-25,260
76,"OCC","66",1,2021-02-01,3358
76,"OCC","66",2,2021-02-01,893
76,"OCC","66",1,2021-02-08,2313
76,"OCC","66",2,2021-02-08,1653
76,"OCC","66",1,2021-02-15,591
76,"OCC","66",2,2021-02-15,3296
76,"OCC","66",1,2021-02-22,57
76,"OCC","66",2,2021-02-22,3445
76,"OCC","66",1,2021-03-01,173
76,"OCC","66",2,2021-03-01,3206
76,"OCC","66",1,2021-03-08,85
76,"OCC","66",2,2021-03-08,2391
44,"GES","67",1,2021-01-18,4312
44,"GES","67",2,2021-01-18,12
44,"GES","67",1,2021-01-25,2174
44,"GES","67",2,2021-01-25,276
44,"GES","67",1,2021-02-01,3487
44,"GES","67",2,2021-02-01,1127
44,"GES","67",1,2021-02-08,2741
44,"GES","67",2,2021-02-08,1906
44,"GES","67",1,2021-02-15,1163
44,"GES","67",2,2021-02-15,5234
44,"GES","67",1,2021-02-22,967
44,"GES","67",2,2021-02-22,3592
44,"GES","67",1,2021-03-01,454
44,"GES","67",2,2021-03-01,3206
44,"GES","67",1,2021-03-08,725
44,"GES","67",2,2021-03-08,2469
44,"GES","68",1,2021-01-18,2470
44,"GES","68",1,2021-01-25,4230
44,"GES","68",2,2021-01-25,1
44,"GES","68",1,2021-02-01,4117
44,"GES","68",2,2021-02-01,30
44,"GES","68",1,2021-02-08,1957
44,"GES","68",2,2021-02-08,156
44,"GES","68",1,2021-02-15,10
44,"GES","68",2,2021-02-15,2660
44,"GES","68",1,2021-02-22,9
44,"GES","68",2,2021-02-22,4007
44,"GES","68",1,2021-03-01,1
44,"GES","68",2,2021-03-01,4094
44,"GES","68",2,2021-03-08,1977
84,"ARA","69",1,2021-01-18,8026
84,"ARA","69",2,2021-01-18,4
84,"ARA","69",1,2021-01-25,9743
84,"ARA","69",2,2021-01-25,55
84,"ARA","69",1,2021-02-01,3788
84,"ARA","69",2,2021-02-01,350
84,"ARA","69",1,2021-02-08,5851
84,"ARA","69",2,2021-02-08,3399
84,"ARA","69",1,2021-02-15,1616
84,"ARA","69",2,2021-02-15,9795
84,"ARA","69",1,2021-02-22,334
84,"ARA","69",2,2021-02-22,9228
84,"ARA","69",1,2021-03-01,3190
84,"ARA","69",2,2021-03-01,3760
84,"ARA","69",1,2021-03-08,788
84,"ARA","69",2,2021-03-08,4167
27,"BFC","70",1,2021-01-18,1514
27,"BFC","70",1,2021-01-25,1495
27,"BFC","70",1,2021-02-01,1404
27,"BFC","70",2,2021-02-01,68
27,"BFC","70",1,2021-02-08,86
27,"BFC","70",2,2021-02-08,1382
27,"BFC","70",1,2021-02-15,128
27,"BFC","70",2,2021-02-15,945
27,"BFC","70",1,2021-02-22,36
27,"BFC","70",2,2021-02-22,1175
27,"BFC","70",1,2021-03-01,13
27,"BFC","70",2,2021-03-01,1210
27,"BFC","70",2,2021-03-08,74
27,"BFC","71",1,2021-01-18,4588
27,"BFC","71",1,2021-01-25,4283
27,"BFC","71",2,2021-01-25,78
27,"BFC","71",1,2021-02-01,3654
27,"BFC","71",2,2021-02-01,283
27,"BFC","71",1,2021-02-08,1185
27,"BFC","71",2,2021-02-08,3154
27,"BFC","71",1,2021-02-15,799
27,"BFC","71",2,2021-02-15,3724
27,"BFC","71",1,2021-02-22,36
27,"BFC","71",2,2021-02-22,3013
27,"BFC","71",1,2021-03-01,10
27,"BFC","71",2,2021-03-01,3180
27,"BFC","71",1,2021-03-08,1
27,"BFC","71",2,2021-03-08,1676
52,"PDL","72",1,2021-01-18,1455
52,"PDL","72",2,2021-01-18,3
52,"PDL","72",1,2021-01-25,2627
52,"PDL","72",2,2021-01-25,7
52,"PDL","72",1,2021-02-01,2159
52,"PDL","72",2,2021-02-01,120
52,"PDL","72",1,2021-02-08,1497
52,"PDL","72",2,2021-02-08,690
52,"PDL","72",1,2021-02-15,89
52,"PDL","72",2,2021-02-15,1850
52,"PDL","72",1,2021-02-22,24
52,"PDL","72",2,2021-02-22,2098
52,"PDL","72",1,2021-03-01,55
52,"PDL","72",2,2021-03-01,1662
52,"PDL","72",1,2021-03-08,21
52,"PDL","72",2,2021-03-08,1379
84,"ARA","73",1,2021-01-18,2865
84,"ARA","73",1,2021-01-25,3486
84,"ARA","73",2,2021-01-25,82
84,"ARA","73",1,2021-02-01,2896
84,"ARA","73",2,2021-02-01,879
84,"ARA","73",1,2021-02-08,2178
84,"ARA","73",2,2021-02-08,1003
84,"ARA","73",1,2021-02-15,162
84,"ARA","73",2,2021-02-15,2849
84,"ARA","73",1,2021-02-22,24
84,"ARA","73",2,2021-02-22,3421
84,"ARA","73",1,2021-03-01,1
84,"ARA","73",2,2021-03-01,2865
84,"ARA","73",1,2021-03-08,1
84,"ARA","73",2,2021-03-08,2012
84,"ARA","74",1,2021-01-18,3409
84,"ARA","74",2,2021-01-18,2
84,"ARA","74",1,2021-01-25,4024
84,"ARA","74",2,2021-01-25,3
84,"ARA","74",1,2021-02-01,3126
84,"ARA","74",2,2021-02-01,257
84,"ARA","74",1,2021-02-08,2961
84,"ARA","74",2,2021-02-08,988
84,"ARA","74",1,2021-02-15,396
84,"ARA","74",2,2021-02-15,3574
84,"ARA","74",1,2021-02-22,192
84,"ARA","74",2,2021-02-22,3820
84,"ARA","74",1,2021-03-01,92
84,"ARA","74",2,2021-03-01,3093
84,"ARA","74",1,2021-03-08,85
84,"ARA","74",2,2021-03-08,2898
11,"IDF","75",1,2021-01-18,10400
11,"IDF","75",2,2021-01-18,20
11,"IDF","75",1,2021-01-25,9738
11,"IDF","75",2,2021-01-25,78
11,"IDF","75",1,2021-02-01,8930
11,"IDF","75",2,2021-02-01,317
11,"IDF","75",1,2021-02-08,6688
11,"IDF","75",2,2021-02-08,2209
11,"IDF","75",1,2021-02-15,485
11,"IDF","75",2,2021-02-15,9937
11,"IDF","75",1,2021-02-22,224
11,"IDF","75",2,2021-02-22,9213
11,"IDF","75",1,2021-03-01,96
11,"IDF","75",2,2021-03-01,8198
11,"IDF","75",1,2021-03-08,182
11,"IDF","75",2,2021-03-08,6223
28,"NOR","76",1,2021-01-18,6637
28,"NOR","76",2,2021-01-18,11
28,"NOR","76",1,2021-01-25,6024
28,"NOR","76",2,2021-01-25,1142
28,"NOR","76",1,2021-02-01,4226
28,"NOR","76",2,2021-02-01,1638
28,"NOR","76",1,2021-02-08,3473
28,"NOR","76",2,2021-02-08,2699
28,"NOR","76",1,2021-02-15,176
28,"NOR","76",2,2021-02-15,6157
28,"NOR","76",1,2021-02-22,187
28,"NOR","76",2,2021-02-22,5716
28,"NOR","76",1,2021-03-01,167
28,"NOR","76",2,2021-03-01,4195
28,"NOR","76",1,2021-03-08,11
28,"NOR","76",2,2021-03-08,3319
11,"IDF","77",1,2021-01-18,3925
11,"IDF","77",2,2021-01-18,13
11,"IDF","77",1,2021-01-25,3393
11,"IDF","77",2,2021-01-25,25
11,"IDF","77",1,2021-02-01,3117
11,"IDF","77",2,2021-02-01,2088
11,"IDF","77",1,2021-02-08,1326
11,"IDF","77",2,2021-02-08,4789
11,"IDF","77",1,2021-02-15,546
11,"IDF","77",2,2021-02-15,2901
11,"IDF","77",1,2021-02-22,156
11,"IDF","77",2,2021-02-22,3532
11,"IDF","77",1,2021-03-01,386
11,"IDF","77",2,2021-03-01,1885
11,"IDF","77",1,2021-03-08,190
11,"IDF","77",2,2021-03-08,956
11,"IDF","78",1,2021-01-18,5546
11,"IDF","78",2,2021-01-18,46
11,"IDF","78",1,2021-01-25,5323
11,"IDF","78",2,2021-01-25,58
11,"IDF","78",1,2021-02-01,4348
11,"IDF","78",2,2021-02-01,1120
11,"IDF","78",1,2021-02-08,2943
11,"IDF","78",2,2021-02-08,2749
11,"IDF","78",1,2021-02-15,119
11,"IDF","78",2,2021-02-15,6127
11,"IDF","78",1,2021-02-22,105
11,"IDF","78",2,2021-02-22,4889
11,"IDF","78",1,2021-03-01,349
11,"IDF","78",2,2021-03-01,3113
11,"IDF","78",1,2021-03-08,355
11,"IDF","78",2,2021-03-08,2306
75,"NAQ","79",1,2021-01-18,1609
75,"NAQ","79",2,2021-01-18,2
75,"NAQ","79",1,2021-01-25,1946
75,"NAQ","79",2,2021-01-25,7
75,"NAQ","79",1,2021-02-01,1325
75,"NAQ","79",2,2021-02-01,245
75,"NAQ","79",1,2021-02-08,1441
75,"NAQ","79",2,2021-02-08,649
75,"NAQ","79",1,2021-02-15,165
75,"NAQ","79",2,2021-02-15,1940
75,"NAQ","79",1,2021-02-22,25
75,"NAQ","79",2,2021-02-22,1780
75,"NAQ","79",1,2021-03-01,18
75,"NAQ","79",2,2021-03-01,1363
75,"NAQ","79",1,2021-03-08,44
75,"NAQ","79",2,2021-03-08,1161
32,"HDF","80",1,2021-01-18,3638
32,"HDF","80",2,2021-01-18,14
32,"HDF","80",1,2021-01-25,2850
32,"HDF","80",2,2021-01-25,346
32,"HDF","80",1,2021-02-01,569
32,"HDF","80",2,2021-02-01,1199
32,"HDF","80",1,2021-02-08,1726
32,"HDF","80",2,2021-02-08,1101
32,"HDF","80",1,2021-02-15,251
32,"HDF","80",2,2021-02-15,3449
32,"HDF","80",1,2021-02-22,172
32,"HDF","80",2,2021-02-22,2796
32,"HDF","80",1,2021-03-01,1694
32,"HDF","80",2,2021-03-01,584
32,"HDF","80",1,2021-03-08,305
32,"HDF","80",2,2021-03-08,1043
76,"OCC","81",1,2021-01-18,2448
76,"OCC","81",2,2021-01-18,58
76,"OCC","81",1,2021-01-25,2421
76,"OCC","81",2,2021-01-25,68
76,"OCC","81",1,2021-02-01,1973
76,"OCC","81",2,2021-02-01,107
76,"OCC","81",1,2021-02-08,1798
76,"OCC","81",2,2021-02-08,521
76,"OCC","81",1,2021-02-15,178
76,"OCC","81",2,2021-02-15,2319
76,"OCC","81",1,2021-02-22,52
76,"OCC","81",2,2021-02-22,2357
76,"OCC","81",1,2021-03-01,7
76,"OCC","81",2,2021-03-01,1994
76,"OCC","81",1,2021-03-08,23
76,"OCC","81",2,2021-03-08,1583
76,"OCC","82",1,2021-01-18,1559
76,"OCC","82",2,2021-01-18,2
76,"OCC","82",1,2021-01-25,1538
76,"OCC","82",2,2021-01-25,27
76,"OCC","82",1,2021-02-01,1497
76,"OCC","82",2,2021-02-01,322
76,"OCC","82",1,2021-02-08,510
76,"OCC","82",2,2021-02-08,1277
76,"OCC","82",1,2021-02-15,151
76,"OCC","82",2,2021-02-15,1371
76,"OCC","82",1,2021-02-22,58
76,"OCC","82",2,2021-02-22,1425
76,"OCC","82",1,2021-03-01,5
76,"OCC","82",2,2021-03-01,1135
76,"OCC","82",1,2021-03-08,4
76,"OCC","82",2,2021-03-08,320
93,"PAC","83",1,2021-01-18,5666
93,"PAC","83",2,2021-01-18,27
93,"PAC","83",1,2021-01-25,6900
93,"PAC","83",2,2021-01-25,14
93,"PAC","83",1,2021-02-01,5528
93,"PAC","83",2,2021-02-01,1265
93,"PAC","83",1,2021-02-08,4548
93,"PAC","83",2,2021-02-08,1796
93,"PAC","83",1,2021-02-15,875
93,"PAC","83",2,2021-02-15,5720
93,"PAC","83",1,2021-02-22,254
93,"PAC","83",2,2021-02-22,5685
93,"PAC","83",1,2021-03-01,117
93,"PAC","83",2,2021-03-01,4988
93,"PAC","83",1,2021-03-08,170
93,"PAC","83",2,2021-03-08,4207
93,"PAC","84",1,2021-01-18,2515
93,"PAC","84",2,2021-01-18,8
93,"PAC","84",1,2021-01-25,2917
93,"PAC","84",2,2021-01-25,5
93,"PAC","84",1,2021-02-01,2747
93,"PAC","84",2,2021-02-01,277
93,"PAC","84",1,2021-02-08,2000
93,"PAC","84",2,2021-02-08,1058
93,"PAC","84",1,2021-02-15,401
93,"PAC","84",2,2021-02-15,2411
93,"PAC","84",1,2021-02-22,199
93,"PAC","84",2,2021-02-22,3007
93,"PAC","84",1,2021-03-01,281
93,"PAC","84",2,2021-03-01,2802
93,"PAC","84",1,2021-03-08,413
93,"PAC","84",2,2021-03-08,1960
52,"PDL","85",1,2021-01-18,3224
52,"PDL","85",2,2021-01-18,2
52,"PDL","85",1,2021-01-25,1928
52,"PDL","85",2,2021-01-25,6
52,"PDL","85",1,2021-02-01,2508
52,"PDL","85",2,2021-02-01,117
52,"PDL","85",1,2021-02-08,1350
52,"PDL","85",2,2021-02-08,1271
52,"PDL","85",1,2021-02-15,422
52,"PDL","85",2,2021-02-15,2332
52,"PDL","85",1,2021-02-22,306
52,"PDL","85",2,2021-02-22,1730
52,"PDL","85",1,2021-03-01,21
52,"PDL","85",2,2021-03-01,2212
52,"PDL","85",1,2021-03-08,273
52,"PDL","85",2,2021-03-08,1104
75,"NAQ","86",1,2021-01-18,2665
75,"NAQ","86",2,2021-01-18,10
75,"NAQ","86",1,2021-01-25,2897
75,"NAQ","86",2,2021-01-25,236
75,"NAQ","86",1,2021-02-01,2156
75,"NAQ","86",2,2021-02-01,654
75,"NAQ","86",1,2021-02-08,1994
75,"NAQ","86",2,2021-02-08,1317
75,"NAQ","86",1,2021-02-15,450
75,"NAQ","86",2,2021-02-15,2497
75,"NAQ","86",1,2021-02-22,241
75,"NAQ","86",2,2021-02-22,2613
75,"NAQ","86",1,2021-03-01,184
75,"NAQ","86",2,2021-03-01,2065
75,"NAQ","86",1,2021-03-08,6
75,"NAQ","86",2,2021-03-08,1952
75,"NAQ","87",1,2021-01-18,2741
75,"NAQ","87",2,2021-01-18,2
75,"NAQ","87",1,2021-01-25,2629
75,"NAQ","87",2,2021-01-25,285
75,"NAQ","87",1,2021-02-01,1281
75,"NAQ","87",2,2021-02-01,1211
75,"NAQ","87",1,2021-02-08,461
75,"NAQ","87",2,2021-02-08,1812
75,"NAQ","87",1,2021-02-15,19
75,"NAQ","87",2,2021-02-15,1424
75,"NAQ","87",1,2021-02-22,4
75,"NAQ","87",2,2021-02-22,2101
75,"NAQ","87",1,2021-03-01,1
75,"NAQ","87",2,2021-03-01,646
75,"NAQ","87",1,2021-03-08,2
75,"NAQ","87",2,2021-03-08,333
44,"GES","88",1,2021-01-18,1856
44,"GES","88",2,2021-01-18,2
44,"GES","88",1,2021-01-25,948
44,"GES","88",2,2021-01-25,105
44,"GES","88",1,2021-02-01,1649
44,"GES","88",2,2021-02-01,1035
44,"GES","88",1,2021-02-08,1303
44,"GES","88",2,2021-02-08,874
44,"GES","88",1,2021-02-15,729
44,"GES","88",2,2021-02-15,1515
44,"GES","88",1,2021-02-22,159
44,"GES","88",2,2021-02-22,1163
44,"GES","88",1,2021-03-01,124
44,"GES","88",2,2021-03-01,1324
44,"GES","88",1,2021-03-08,26
44,"GES","88",2,2021-03-08,1221
27,"BFC","89",1,2021-01-18,1829
27,"BFC","89",2,2021-01-18,2
27,"BFC","89",1,2021-01-25,2069
27,"BFC","89",2,2021-01-25,69
27,"BFC","89",1,2021-02-01,1445
27,"BFC","89",2,2021-02-01,499
27,"BFC","89",1,2021-02-08,1214
27,"BFC","89",2,2021-02-08,628
27,"BFC","89",1,2021-02-15,215
27,"BFC","89",2,2021-02-15,1766
27,"BFC","89",1,2021-02-22,205
27,"BFC","89",2,2021-02-22,1710
27,"BFC","89",1,2021-03-01,214
27,"BFC","89",2,2021-03-01,1199
27,"BFC","89",1,2021-03-08,207
27,"BFC","89",2,2021-03-08,939
27,"BFC","90",1,2021-01-18,349
27,"BFC","90",1,2021-01-25,942
27,"BFC","90",2,2021-01-25,6
27,"BFC","90",1,2021-02-01,511
27,"BFC","90",2,2021-02-01,20
27,"BFC","90",1,2021-02-08,212
27,"BFC","90",2,2021-02-08,137
27,"BFC","90",1,2021-02-15,108
27,"BFC","90",2,2021-02-15,386
27,"BFC","90",1,2021-02-22,42
27,"BFC","90",2,2021-02-22,752
27,"BFC","90",1,2021-03-01,49
27,"BFC","90",2,2021-03-01,547
27,"BFC","90",1,2021-03-08,44
27,"BFC","90",2,2021-03-08,278
11,"IDF","91",1,2021-01-18,5205
11,"IDF","91",2,2021-01-18,12
11,"IDF","91",1,2021-01-25,4470
11,"IDF","91",2,2021-01-25,43
11,"IDF","91",1,2021-02-01,4195
11,"IDF","91",2,2021-02-01,941
11,"IDF","91",1,2021-02-08,3098
11,"IDF","91",2,2021-02-08,2250
11,"IDF","91",1,2021-02-15,415
11,"IDF","91",2,2021-02-15,4816
11,"IDF","91",1,2021-02-22,117
11,"IDF","91",2,2021-02-22,4364
11,"IDF","91",1,2021-03-01,93
11,"IDF","91",2,2021-03-01,3996
11,"IDF","91",1,2021-03-08,200
11,"IDF","91",2,2021-03-08,2968
11,"IDF","92",1,2021-01-18,4753
11,"IDF","92",2,2021-01-18,9
11,"IDF","92",1,2021-01-25,4825
11,"IDF","92",2,2021-01-25,37
11,"IDF","92",1,2021-02-01,4406
11,"IDF","92",2,2021-02-01,203
11,"IDF","92",1,2021-02-08,3357
11,"IDF","92",2,2021-02-08,1120
11,"IDF","92",1,2021-02-15,1595
11,"IDF","92",2,2021-02-15,4676
11,"IDF","92",1,2021-02-22,782
11,"IDF","92",2,2021-02-22,4717
11,"IDF","92",1,2021-03-01,746
11,"IDF","92",2,2021-03-01,3453
11,"IDF","92",1,2021-03-08,816
11,"IDF","92",2,2021-03-08,2544
11,"IDF","93",1,2021-01-18,4409
11,"IDF","93",2,2021-01-18,3
11,"IDF","93",1,2021-01-25,4502
11,"IDF","93",2,2021-01-25,64
11,"IDF","93",1,2021-02-01,4577
11,"IDF","93",2,2021-02-01,382
11,"IDF","93",1,2021-02-08,3089
11,"IDF","93",2,2021-02-08,744
11,"IDF","93",1,2021-02-15,457
11,"IDF","93",2,2021-02-15,3958
11,"IDF","93",1,2021-02-22,230
11,"IDF","93",2,2021-02-22,3892
11,"IDF","93",1,2021-03-01,182
11,"IDF","93",2,2021-03-01,3369
11,"IDF","93",1,2021-03-08,96
11,"IDF","93",2,2021-03-08,2504
11,"IDF","94",1,2021-01-18,3215
11,"IDF","94",2,2021-01-18,7
11,"IDF","94",1,2021-01-25,3672
11,"IDF","94",2,2021-01-25,48
11,"IDF","94",1,2021-02-01,3336
11,"IDF","94",2,2021-02-01,356
11,"IDF","94",1,2021-02-08,2812
11,"IDF","94",2,2021-02-08,1294
11,"IDF","94",1,2021-02-15,575
11,"IDF","94",2,2021-02-15,3677
11,"IDF","94",1,2021-02-22,222
11,"IDF","94",2,2021-02-22,3652
11,"IDF","94",1,2021-03-01,385
11,"IDF","94",2,2021-03-01,2866
11,"IDF","94",1,2021-03-08,409
11,"IDF","94",2,2021-03-08,2269
11,"IDF","95",1,2021-01-18,4712
11,"IDF","95",2,2021-01-18,17
11,"IDF","95",1,2021-01-25,4385
11,"IDF","95",2,2021-01-25,300
11,"IDF","95",1,2021-02-01,3639
11,"IDF","95",2,2021-02-01,1555
11,"IDF","95",1,2021-02-08,2450
11,"IDF","95",2,2021-02-08,1848
11,"IDF","95",1,2021-02-15,262
11,"IDF","95",2,2021-02-15,4207
11,"IDF","95",1,2021-02-22,22
11,"IDF","95",2,2021-02-22,4281
11,"IDF","95",1,2021-03-01,71
11,"IDF","95",2,2021-03-01,2544
11,"IDF","95",1,2021-03-08,27
11,"IDF","95",2,2021-03-08,1599
01,"GDP","971",1,2021-01-18,17
01,"GDP","971",1,2021-01-25,292
01,"GDP","971",2,2021-01-25,24
01,"GDP","971",1,2021-02-01,671
01,"GDP","971",2,2021-02-01,41
01,"GDP","971",1,2021-02-08,340
01,"GDP","971",2,2021-02-08,64
01,"GDP","971",1,2021-02-15,27
01,"GDP","971",2,2021-02-15,115
01,"GDP","971",1,2021-02-22,23
01,"GDP","971",2,2021-02-22,427
01,"GDP","971",1,2021-03-01,12
01,"GDP","971",2,2021-03-01,534
01,"GDP","971",1,2021-03-08,2
01,"GDP","971",2,2021-03-08,270
02,"MAR","972",1,2021-01-18,682
02,"MAR","972",2,2021-01-18,5
02,"MAR","972",1,2021-01-25,739
02,"MAR","972",2,2021-01-25,79
02,"MAR","972",1,2021-02-01,482
02,"MAR","972",2,2021-02-01,248
02,"MAR","972",1,2021-02-08,162
02,"MAR","972",2,2021-02-08,389
02,"MAR","972",1,2021-02-15,58
02,"MAR","972",2,2021-02-15,326
02,"MAR","972",1,2021-02-22,60
02,"MAR","972",2,2021-02-22,733
02,"MAR","972",1,2021-03-01,91
02,"MAR","972",2,2021-03-01,307
02,"MAR","972",1,2021-03-08,2
02,"MAR","972",2,2021-03-08,44
03,"GUY","973",1,2021-01-18,391
03,"GUY","973",2,2021-01-18,3
03,"GUY","973",1,2021-01-25,393
03,"GUY","973",2,2021-01-25,3
03,"GUY","973",1,2021-02-01,278
03,"GUY","973",2,2021-02-01,33
03,"GUY","973",1,2021-02-08,30
03,"GUY","973",2,2021-02-08,191
03,"GUY","973",1,2021-02-15,9
03,"GUY","973",2,2021-02-15,411
03,"GUY","973",1,2021-02-22,6
03,"GUY","973",2,2021-02-22,308
03,"GUY","973",1,2021-03-01,1
03,"GUY","973",2,2021-03-01,115
03,"GUY","973",2,2021-03-08,7
04,"REU","974",1,2021-01-18,295
04,"REU","974",2,2021-01-18,2
04,"REU","974",1,2021-01-25,1749
04,"REU","974",2,2021-01-25,2
04,"REU","974",1,2021-02-01,1724
04,"REU","974",2,2021-02-01,11
04,"REU","974",1,2021-02-08,337
04,"REU","974",2,2021-02-08,29
04,"REU","974",1,2021-02-15,11
04,"REU","974",2,2021-02-15,954
04,"REU","974",1,2021-02-22,8
04,"REU","974",2,2021-02-22,1479
04,"REU","974",1,2021-03-01,3
04,"REU","974",2,2021-03-01,548
04,"REU","974",1,2021-03-08,1
04,"REU","974",2,2021-03-08,4
